XCoord,YCoord,OBJECTID,BK_STREET1910_FULL_STREE,BK_STREET1910_Y1910NAMESTREET,BK_STREET1910_Y1910LEFT_LOW,BK_STREET1910_Y1910LEFT_HIGH,BK_STREET1910_Y1910RIGHT_LOW,BK_STREET1910_Y1910RIGHT_HIGH,BK_STREET1910_JOINID,BK_STREET1910_Y1910NAMEALT,BK_STREET1910_MINUS_ED_ED,BK_STREET1910_PLUS_ED_ED
982931.71210627,158319.49804348,4817,CROPSEY AVE,NULL,1901,1917,NULL,NULL,G00009793,NULL,1054,1054
976003.84549163,166301.12035465,4818,86 ST,NULL,301,383,302,380,G00009796,NULL,1084,1084
994565.68785401,155786.11400265,4819,GRAVSND NK RD,NULL,NULL,NULL,NULL,NULL,G00009799,NULL,1037,1037
980189.07831989,185074.86841714,4820,BEARD ST,NULL,97,137,98,138,G00009802,NULL,240,240
1002285.66864105,172675.15633998,4821,TROY AVE,NULL,1263,1351,1264,1352,G00009803,NULL,995,995
988855.34006303,188171.01210623,4822,WYCKOFF ST,NULL,251,295,260,306,G00009805,NULL,204,205
989776.24546244,174706.19869679,4823,MAC DONALD AVE,NULL,283,357,284,358,G00009806,NULL,923,923
1003959.35476217,168546.81157831,4824,E  49 ST,NULL,NULL,NULL,NULL,NULL,G00009807,NULL,999,999
994508.56674122,186713.50195089,4825,DEAN ST,NULL,781,837,790,840,G00009808,NULL,168,167
986017.38231119,184215.15513369,4826,2 AVE,NULL,89,107,98,116,G00009810,NULL,529,523
990663.96829526,183574.10698298,4827,2 ST,NULL,489,559,502,564,G00009811,NULL,564,564
983103.97148007,171449.39497324,4828,9 AVE,NULL,5401,5423,5402,5424,G00009812,NULL,1088,1093
989756.78851514,175993.30390314,4829,GREENWOOD AVE,NULL,103,123,102,122,G00009813,NULL,919,922
1014979.55877160,183489.81942189,4830,SUTTER AVE,NULL,789,803,782,802,G00009815,NULL,789,789
995269.04422289,172396.39508647,4831,E  19 ST,NULL,403,473,410,480,G00009823,NULL,1014,1014
981811.83409668,159864.12733610,4832,BATH AVE,NULL,1649,NULL,1648,NULL,G00009825,NULL,1075,1075
992263.93720818,161635.94810348,4833,E  3 ST,NULL,1605,1679,1606,1680,G00009829,NULL,1031,1031
990782.10782277,183037.86461715,4834,EIGHTH AVE,NULL,301,319,300,330,G00009833,NULL,569,564
1003535.36922564,175422.47007105,4835,TILDEN AVE,NULL,NULL,NULL,NULL,NULL,G00009837,NULL,991,991
988564.65835347,159826.18794347,4836,AVENUE Q,NULL,49,65,50,72,G00009838,NULL,1031,1031
984137.30172264,172125.18188219,4837,50 ST,NULL,NULL,NULL,974,984,G00009846,NULL,1089,1089
994489.35254080,173108.43270440,4838,CORTELYOU RD,NULL,1601,1670,1600,1626,G00009847,NULL,1018,1014
1006563.18797313,163244.31726206,4839,E  57 ST,NULL,NULL,NULL,NULL,NULL,G00009849,NULL,1001,1001
990205.97396847,181402.75158160,4840,TENTH ST,NULL,633,693,634,696,G00009850,NULL,570,570
995079.57199685,169872.45229973,4841,E  17 ST,NULL,NULL,NULL,712,718,G00009853,NULL,1029,1029
986991.42331097,165519.03056039,4842,63 ST,NULL,1701,1779,1702,1780,G00009855,NULL,1058,1058
1002255.21611010,188165.94819298,4843,LEWIS AVE,NULL,353,371,356,372,G00009857,NULL,618,611
996088.77355456,192695.43519698,4844,SKILLMAN ST,NULL,61,127,64,128,G00009858,NULL,89,89
983589.06424997,172061.69175746,4845,9 AVE,NULL,5101,5125,5102,5124,G00009859,NULL,1088,1092
982699.35856835,176587.52515564,4846,40 ST,NULL,401,479,400,478,G00009860,NULL,136,140
998812.13096872,202116.02478752,4847,ENGERT AVE,NULL,67,77,88,100,G00009861,VAN PELT AVE,406,406
995762.62640502,168053.40410056,4848,I AVE,NULL,1807,1821,1806,1820,G00009862,NULL,1010,1008
988770.27802097,161130.06968610,4849,W  TENTH ST,NULL,1501,1599,1502,1588,G00009864,NULL,1031,1031
1006799.17667439,163372.76680831,4850,T AVE,NULL,NULL,NULL,NULL,NULL,G00009870,NULL,1001,1001
1000991.28015372,203347.63977835,4851,MORGAN AVE,NULL,541,627,560,622,G00009874,NULL,397,396
1001404.58296885,178958.32044685,4852,WINTHROP AVE,NULL,NULL,NULL,NULL,NULL,G00009875,NULL,946,946
1020739.49295380,186501.77173131,4853,LIBERTY AVE,NULL,1097,1119,1098,1114,G00009876,NULL,976,976
989212.00121889,191404.81310631,4854,WILLOUGHBY ST,NULL,153,167,140,156,G00009879,NULL,229,229
995410.48914997,160358.04547556,4855,E  13 ST,Yale Park,1705,1785,1706,1786,G00009881,NULL,1007,1007
1013437.47852243,177804.35999231,4856,STANLEY AVE,NULL,NULL,NULL,NULL,NULL,G00009884,NULL,986,986
986156.12642514,180325.64760064,4857,FIFTH AVE,NULL,NULL,NULL,674,690,G00009888,NULL,123,123
1013320.64804743,181708.51556981,4858,SHEFFIELD AVE,NULL,441,499,442,500,G00009889,NULL,806,806
990672.12608735,173539.29650801,4859,BEVERLEY RD,NULL,301,327,302,320,G00009890,NULL,1021,1021
986177.60932180,190888.50016256,4860,STATE ST,NULL,131,179,151,200,G00009895,NULL,13,13
1001996.90642331,162360.13940444,4861,R AVE,NULL,NULL,NULL,NULL,NULL,G00009900,NULL,1001,1001
1004452.92644564,191930.13357798,4862,KOSSUTH PL,NULL,7,43,2,44,G00009901,NULL,823,823
986631.42895222,182284.09676772,4863,FOURTH AVE,NULL,519,537,NULL,NULL,G00009902,NULL,546,525
975779.42342530,162801.42641556,4864,FORT HAMILTN PKWY,SMITH AVE,NULL,NULL,9702,9732,G00009903,NULL,1079,1080
992095.56172472,172855.79492227,4865,C AVE,NULL,701,727,702,728,G00009909,NULL,1023,1023
986541.61778014,155521.82155222,4866,25 AVE,NULL,NULL,NULL,NULL,NULL,G00009910,NULL,1049,1050
1001899.04720301,174084.80542356,4867,E  43 ST,NULL,437,467,438,468,G00009912,NULL,992,992
994671.16320080,160711.42567430,4868,AVENUE Q,NULL,1001,1007,1002,1010,G00009914,NULL,1031,1031
975436.12334455,162816.65075185,4869,MARINE AVE,EVANS PL,401,461,400,462,G00009915,NULL,1080,1080
1021186.02262073,185638.81248151,4870,PITKIN AVE,NULL,NULL,NULL,NULL,NULL,G00009917,NULL,981,981
1006274.26958773,162928.14007290,4871,T AVE,NULL,NULL,NULL,NULL,NULL,G00009918,NULL,1001,1001
985998.18054681,187731.92018964,4872,SMITH ST,NULL,285,301,282,300,G00009919,NULL,210,209
1005787.73130144,182806.83430291,4873,EAST PKWY,NULL,NULL,NULL,NULL,NULL,G00009920,NULL,665,666
1011964.83235355,174321.96866314,4874,CONKLIN AVE,NULL,235,263,242,264,G00009923,NULL,987,987
1009630.07160313,169330.20404039,4875,E  80 ST,NULL,NULL,NULL,NULL,NULL,G00009928,NULL,989,989
993672.84006622,150828.11227169,4876,NEPTUNE AVE,NULL,NULL,NULL,NULL,NULL,G00009929,NULL,1035,1039
989484.90435677,170710.12314637,4877,16 AVE,NULL,4101,4123,4102,4126,G00009935,NULL,1027,1064
991732.94875957,179163.69633563,4878,CENTER DR,NULL,NULL,NULL,NULL,NULL,G00009938,NULL,NULL,NULL
1005474.76331272,189472.75168172,4879,RALPH AVE,NULL,89,107,88,104,G00009939,NULL,690,688
981915.35242639,161785.57870972,4880,86 ST,NULL,NULL,NULL,1532,1542,G00009940,NULL,1076,1076
985896.95378526,148507.09182550,4881,W  28 ST,NULL,2901,2985,2902,2986,G00009941,NULL,1046,1045
988730.78827055,155950.48375265,4882,W  13 ST,NULL,2101,2185,2102,2184,G00009942,NULL,1038,1038
1004636.55270722,170318.00551456,4883,E  52 ST,NULL,1029,1109,1030,1110,G00009945,NULL,999,999
992269.65406026,183943.79325148,4884,PROSPECT  W,NULL,NULL,NULL,8,17,G00009946,NULL,NULL,569
1001688.49644301,173475.01497648,4885,E  42 ST,NULL,469,553,470,554,G00009949,NULL,995,994
1014095.74475839,178524.97370856,4886,ALABAMA AVE,NULL,NULL,NULL,NULL,NULL,G00009952,NULL,986,986
1019147.14541672,185010.30325756,4887,CRYSTAL ST,NULL,145,193,146,194,G00009956,NULL,980,980
984853.23368972,166345.56598081,4888,NEW UTRECHT AVE,NULL,NULL,NULL,6502,6526,G00009957,NULL,1059,1073
1021029.25845165,184365.62307766,4889,AUTUMN AVE,NULL,627,685,628,686,G00009963,NULL,981,980
1001073.20748331,169596.60098135,4890,H AVE,NULL,3801,3813,3802,3824,G00009964,NULL,997,997
1014282.74897756,172807.70659982,4891,AVE L,NULL,10101,10121,10102,10122,G00009965,NULL,988,988
1006639.83973472,185698.13669081,4892,HOWARD AVE,NULL,317,331,NULL,NULL,G00009968,NULL,639,636
1004981.70819647,175894.83133106,4893,E  55 ST,NULL,319,381,320,382,G00009970,NULL,990,990
998525.70273581,167119.37348831,4894,E  28 ST,NULL,1001,1085,1002,1086,G00009971,NULL,1008,1008
987787.63054401,159146.62073306,4895,80 ST,NULL,2301,2339,NULL,NULL,G00009973,NULL,1050,1050
991159.83147676,193867.24092422,4896,MORRIS AVE,NULL,NULL,NULL,NULL,NULL,G00009978,NULL,428,428
992659.18231664,191519.27317923,4897,VANDERBILT AVE,NULL,163,215,152,196,G00009980,NULL,91,467
986348.27827180,167382.79159664,4898,59 ST,NULL,1501,1579,1502,1578,G00009981,NULL,1059,1059
1004846.88071022,196305.57889532,4899,IRVING AVE,NULL,1,21,2,22,G00009985,NULL,865,842
989249.64533652,180622.54661314,4900,EIGHTH AVE,NULL,1409,1411,1408,1410,G00009987,NULL,572,555
989967.29317943,186289.08678922,4901,FIFTH AVE,NULL,139,161,148,164,G00009988,NULL,186,187
1001219.20292622,172586.00953665,4902,E  40 ST,NULL,575,666,576,668,G00009989,NULL,1405,1405
995204.20019247,193501.94637922,4903,LITTLE NASSAU ST,NULL,1,21,2,20,G00009990,NULL,86,86
994551.22298793,188364.23076885,4904,CAMBRIDGE PL,NULL,77,147,76,150,G00009995,NULL,107,107
997688.15355788,168331.77099790,4905,I AVE,NULL,NULL,NULL,NULL,NULL,G00009996,NULL,1011,1008
976082.48220239,167881.34867039,4906,3 AVE,NULL,8003,8015,8002,8024,G00009997,NULL,1413,1413
990371.62980513,159422.45351473,4907,W  5 ST,NULL,1753,1787,1750,1798,G00009999,NULL,1031,1031
1009834.58360480,172112.15639652,4908,FLATLAND AVE,NULL,NULL,NULL,8820,8820,G00010000,NULL,990,990
1020421.83774922,184777.29224064,4909,CRESCENT TER,NULL,553,582,554,594,G00010001,NULL,980,980
987814.31208514,159628.33564889,4910,23 AVE,NULL,NULL,NULL,NULL,NULL,G00010003,NULL,1050,1057
1014334.99307344,173363.39799972,4911,E  103 ST,NULL,1101,1171,1102,1172,G00010004,NULL,988,988
1005524.90920980,181440.99789618,4912,RUTLAND RD,NULL,NULL,NULL,NULL,NULL,G00010005,NULL,955,958
980100.44808377,170111.30631676,4913,SEVENTH AVE,NULL,6501,6509,6502,6510,G00010007,NULL,1087,1096
1021572.44535614,186192.64177214,4914,GLENMORE AVE,NULL,NULL,NULL,NULL,NULL,G00010008,NULL,976,981
999336.89533914,167237.15212414,4915,E  31 ST,NULL,1001,1095,1006,1094,G00010009,NULL,1008,1008
989152.07679805,160310.27145693,4916,W  9 ST,NULL,1601,1675,1602,1684,G00010014,NULL,1031,1031
985092.39987805,148865.25546906,4917,MERMAID AVE,NULL,3000,3016,3001,3021,G00010015,NULL,1045,1045
997453.98243830,176154.13691481,4918,ROGERS AVE,NULL,825,853,826,854,G00010016,NULL,993,1016
1001473.47121459,150466.23691630,4919,OXFORD ST,NULL,NULL,NULL,NULL,NULL,G00010018,NULL,1034,1034
985170.48863263,172800.97761064,4920,TENTH AVE,NULL,4501,4523,4502,4524,G00010019,NULL,1089,1089
994636.47002872,199897.50740698,4921,BERRY ST,NULL,235,241,228,242,G00010024,NULL,285,284
980319.35348585,169756.43826010,4922,66 ST,NULL,701,739,702,NULL,G00010025,NULL,1087,1087
982221.47058055,164056.80743498,4923,14 AVE,NULL,7801,7823,7802,7824,G00010028,NULL,1074,1072
997291.25966664,200731.13894181,4924,N  10 ST,NULL,225,249,232,256,G00010031,NULL,289,289
986254.60227805,165235.34346373,4925,17 AVE,NULL,NULL,NULL,NULL,NULL,G00010033,NULL,1058,1059
998436.78066956,149170.16791698,4926,DOVER ST,NULL,201,289,200,290,G00010034,NULL,1034,1034
993639.18855872,160037.90175889,4927,KINGSHIGWY,NULL,623,625,606,632,G00010040,NULL,1031,1031
999785.89050414,166857.63188581,4928,K AVE,NULL,3201,3223,3202,3222,G00010041,NULL,1008,1008
1009592.80461731,185675.79241214,4929,ATLANTIC AVE,NULL,2119,2129,NULL,NULL,G00010043,NULL,720,643
986589.37030931,173336.67207731,4930,FORT HAMILTN PKWY,NULL,NULL,NULL,4022,4024,G00010044,NULL,1066,1090
990849.57176264,187152.62672881,4931,SAINT MARK'S AVE,NULL,3,63,4,64,G00010045,NULL,172,174
1020926.08378797,189845.44122506,4932,KARWEG PL,NULL,NULL,NULL,NULL,NULL,G00010046,NULL,970,970
991998.84899163,183496.67127827,4933,PROSPECT  W,NULL,NULL,NULL,28,37,G00010047,NULL,NULL,569
1001835.22843301,158243.97982182,4934,AVE U,NULL,NULL,NULL,NULL,NULL,G00010050,NULL,1005,1005
1003904.04483343,162958.12869401,4935,FILLMORE AVE,NULL,NULL,NULL,NULL,NULL,G00010053,NULL,1001,1001
1019245.88865755,179728.03560689,4936,COZINE AVE,NULL,NULL,NULL,NULL,NULL,G00010054,NULL,983,983
976445.94524870,163818.00649707,4937,FORT HAMILTN PKWY,NULL,NULL,NULL,9202,9250,G00010056,NULL,1079,1080
1020874.20380642,181725.04916535,4938,STANLEY AVE,NULL,NULL,NULL,NULL,NULL,G00010059,NULL,982,982
1012541.99310868,179618.27696814,4939,NEW LOTS AVE,NULL,197,219,198,220,G00010061,NULL,803,803
1009113.79638898,173360.86658273,4940,FARRAGUT RD,NULL,NULL,NULL,NULL,NULL,G00010063,NULL,990,990
1010737.75915815,187662.47700113,4941,BUSHWICK AVE,NULL,1567,1579,1572,1590,G00010064,NULL,918,918
996797.52541789,189794.86553881,4942,BEDFORD AVE,NULL,1051,1069,1078,1096,G00010065,NULL,578,106
985897.52129930,164784.80138581,4943,17 AVE,NULL,6701,6713,6702,6714,G00010066,NULL,1058,1408
991643.37923014,185287.43196840,4944,LINCOLN PL,NULL,191,235,182,236,G00010067,NULL,191,191
993331.70065664,156073.18527889,4945,E  4 ST,NULL,NULL,NULL,NULL,NULL,G00010069,NULL,1037,1037
985419.48911889,168948.89574789,4946,NEW UTRECHT AVE,NULL,NULL,NULL,5602,5618,G00010070,NULL,1062,1062
976473.64119697,166481.80422539,4947,FOURTH AVE,NULL,NULL,NULL,NULL,NULL,G00010072,NULL,1085,1084
995794.37289663,202125.33415210,4948,WYTHE AVE,NULL,77,91,90,104,G00010073,NULL,276,276
979633.04760781,160585.00187860,4949,CROPSEY AVE,NULL,NULL,NULL,NULL,NULL,G00010074,NULL,1077,1077
995826.94827591,178495.62519433,4950,WINTHROP AVE,NULL,11,103,10,104,G00010075,NULL,930,930
1001167.57081164,170033.46034385,4951,E  39 ST,NULL,919,1009,918,1008,G00010076,NULL,996,997
997849.02265872,158948.98005223,4952,E  21 ST,NULL,2003,2087,2004,2086,G00010077,NULL,1006,1006
991346.36177956,186650.34262839,4953,PROSPECT PL,NULL,69,107,72,118,G00010080,NULL,176,176
1011984.33674368,183140.44512065,4954,HINSDALE ST,NULL,231,249,230,250,G00010081,NULL,793,793
993622.53865764,175435.72791856,4955,CHURCH AVE,NULL,1401,1413,1402,1414,G00010084,NULL,927,1019
996174.84949789,173443.25650981,4956,CLARENDON RD,NULL,2163,2191,2164,2198,G00010085,NULL,1015,1012
990611.86702152,188299.20087922,4957,FLATBUSH AVE,NULL,129,143,132,160,G00010086,NULL,163,162
1007819.86032856,195279.38836239,4958,GREENE AVE,NULL,1445,1471,1474,1522,G00010087,NULL,860,876
979251.22363972,170114.44492131,4959,6 AVE,NULL,6701,6731,6702,6744,G00010088,NULL,1097,1097
1013267.16209519,170744.65882148,4960,E  94 ST,NULL,NULL,NULL,NULL,NULL,G00010089,NULL,988,988
993628.07506388,150120.00689656,4961,OCEANVIEW AVE,NULL,NULL,NULL,NULL,NULL,G00010090,NULL,1035,1035
983567.93885218,177060.60623048,4962,FIFTH AVE,NULL,NULL,NULL,NULL,NULL,G00010092,NULL,137,136
998068.75647122,181177.06486106,4963,EMPIRE BLVD,MALBONE ST,353,359,352,362,G00010093,NULL,681,681
989931.44941233,154054.56633252,4964,X AVE,NULL,NULL,NULL,NULL,NULL,G00010094,NULL,1038,1038
1005607.04815314,190680.05405714,4965,BROADWAY,NULL,1327,1343,1334,1344,G00010095,NULL,890,689
1006180.67233397,167871.89822998,4966,E  57 ST,NULL,NULL,NULL,NULL,NULL,G00010096,NULL,1000,1000
1020266.96912851,186925.81287798,4967,MC KINLEY AVE,NULL,NULL,NULL,138,180,G00010099,NULL,975,975
1009020.80100410,191455.64961881,4968,WILSON AVE,NULL,509,517,494,506,G00010100,NULL,908,905
987652.86079685,155667.91529295,4969,26 AVE,NULL,NULL,NULL,NULL,NULL,G00010101,NULL,1049,1049
998597.63384665,200647.57807085,4970,LEONARD ST,NULL,371,383,372,384,G00010102,NULL,300,300
1000631.95836580,173388.14195469,4971,E  38 ST,NULL,497,561,498,562,G00010103,NULL,994,994
980997.89503791,184355.13227149,4972,BEARD ST,NULL,1,45,2,46,G00010105,NULL,247,247
1001941.94967627,193404.72823377,4973,BROADWAY,NULL,915,925,910,916,G00010107,NULL,813,517
995083.51473831,199271.06509031,4974,S  1 ST,NULL,149,185,142,176,G00010110,NULL,263,264
986119.73870264,161298.35839152,4975,20 AVE,NULL,7701,7723,NULL,NULL,G00010113,NULL,1057,1057
1012896.83819951,186045.72950035,4976,FULTON ST,NULL,2641,2665,2642,2666,G00010114,NULL,753,753
989152.19490805,181916.60061952,4977,SEVENTH AVE,NULL,349,367,350,368,G00010115,NULL,558,559
988345.58890972,166631.54802039,4978,18 AVE,NULL,5601,5623,5602,5624,G00010117,NULL,1060,1060
1008916.46738730,173193.03391314,4979,FARRAGUT RD,NULL,NULL,NULL,NULL,NULL,G00010123,NULL,990,990
1011107.05011243,169595.59885082,4980,E  85 ST,NULL,1201,1279,1202,1280,G00010124,NULL,989,989
995261.70991997,150700.43388531,4981,BRIGHTON 08 PL,NULL,NULL,NULL,NULL,NULL,G00010125,NULL,1035,1035
984737.34317347,185423.67365785,4982,HUNTINGTON ST,NULL,175,211,178,210,G00010128,NULL,259,258
981165.93971918,168766.55687373,4983,67 ST,NULL,NULL,NULL,NULL,NULL,G00010129,NULL,1087,1087
1001798.66682635,162191.85250348,4984,R AVE,NULL,NULL,NULL,NULL,NULL,G00010131,NULL,1001,1001
984812.39387639,190284.31173839,4985,CONGRESS ST,NULL,101,133,102,132,G00010133,NULL,53,56
1004958.26992314,197859.15026323,4986,RANDOLPH ST,NULL,NULL,NULL,NULL,NULL,G00010134,NULL,416,416
990736.87038043,193284.39350069,4987,N  PORTLAND AVE,NULL,1,55,2,54,G00010137,NULL,459,223
996458.00345914,170375.99525589,4988,E  22 ST,NULL,691,781,690,780,G00010139,NULL,1010,1010
1015781.92576922,185315.03214286,4989,WARWICK ST,NULL,341,357,334,356,G00010141,NULL,779,779
1015128.70709535,182067.41905148,4990,VAN SICLEN AVE,NULL,511,569,512,570,G00010142,NULL,808,808
999040.96909372,181945.74606648,4991,CROWN ST,NULL,349,419,350,418,G00010146,NULL,678,678
997057.17712955,202967.57492169,4992,DOBBIN ST,NULL,17,67,24,76,G00010148,NULL,386,386
985227.17811658,186754.08576464,4993,2 PL,NULL,101,139,106,140,G00010151,NULL,217,219
997199.22851868,206131.67177589,4994,INDIA ST,NULL,141,185,136,186,G00010152,NULL,371,372
991577.00928413,166373.99276122,4995,E  3 ST,NULL,NULL,NULL,1132,1150,G00010155,NULL,1030,1030
996206.52594373,203295.67137835,4996,N  15 ST,NULL,1,37,2,38,G00010160,NULL,360,360
1003898.18198426,203862.13825722,4997,CHERRY ST,NULL,NULL,NULL,NULL,NULL,G00010164,NULL,409,409
999337.50885497,188678.41107881,4998,PUTNAM AVE,NULL,369,421,360,428,G00010165,NULL,606,606
994354.35117039,187872.56787423,4999,ST JAMES'S PL,NULL,229,249,246,282,G00010167,NULL,111,111
988370.33623555,162882.45446873,5000,21 AVE,NULL,NULL,NULL,6702,6724,G00010171,NULL,1058,1058
1012053.38204522,184817.97276951,5001,LIBERTY AVE,NULL,283,299,284,298,G00010172,NULL,751,749
1010255.79377689,191370.33482881,5002,KNICKERBOCKER AVE,NULL,837,847,826,854,G00010173,NULL,910,910
995430.86148456,193537.78784297,5003,LITTLE NASSAU ST,NULL,23,37,22,36,G00010174,NULL,87,87
999715.86374130,195068.69275361,5004,BROADWAY,NULL,673,675,668,678,G00010177,NULL,355,458
995483.52394485,189322.60926548,5005,UNION PL,CLASSON AVE,417,431,396,412,G00010178,NULL,109,102
999045.78371664,187951.31115506,5006,MARCY AVE,NULL,891,907,894,912,G00010179,NULL,606,603
995309.65437789,154833.76354515,5007,X AVE,NULL,NULL,NULL,NULL,NULL,G00010180,NULL,1407,1407
1017864.64470089,185484.05395048,5008,GLENMORE AVE,NULL,838,859,840,858,G00010182,NULL,977,977
983309.70659305,176103.81877398,5009,40 ST,NULL,501,581,500,580,G00010183,NULL,137,137
999385.31059664,191006.93824590,5010,TOMPKINS AVE,NULL,229,241,224,240,G00010189,NULL,491,491
986545.11514847,189800.96460798,5011,BOERUM PL,NULL,117,137,118,134,G00010190,NULL,25,14
1001748.73910468,188771.81968465,5012,JEFFERSON AVE,NULL,491,565,490,568,G00010192,NULL,610,611
1001757.07570218,165310.06936415,5013,RYDER ST,NULL,NULL,NULL,NULL,NULL,G00010193,NULL,1008,1008
986825.07685889,163443.73779497,5014,19 AVE,NULL,6901,6923,6902,6922,G00010199,NULL,1057,1057
987225.95928706,165166.83845168,5015,18 AVE,NULL,6301,6323,6302,6324,G00010200,NULL,1058,1058
1009293.70580605,184952.10127423,5016,EAST PKWY,NULL,1777,1809,NULL,NULL,G00010202,NULL,643,643
984989.36226551,165562.88593957,5017,67 ST,NULL,1501,1585,1502,1586,G00010203,NULL,1408,1408
991048.43931110,187512.92128381,5018,FLATBUSH AVE,NULL,211,243,190,222,G00010204,NULL,163,163
995065.57022039,158990.61546765,5019,AVE S,NULL,1101,1111,1102,1124,G00010205,NULL,1006,1006
1006359.22512648,179074.64288481,5020,LENOX RD,NULL,NULL,NULL,NULL,NULL,G00010206,NULL,960,960
1004717.69461688,161601.37304139,5021,T AVE,NULL,4001,4023,4002,4024,G00010212,NULL,1001,1001
1001101.08078714,174027.17086035,5022,E  40 ST,NULL,449,483,450,484,G00010213,NULL,992,992
1016117.36801172,177614.21601564,5023,VERMONT ST,NULL,NULL,NULL,NULL,NULL,G00010214,NULL,985,985
998717.91199706,197883.54489948,5024,TENEYCK ST,NULL,47,79,47,80,G00010218,NULL,312,325
1008274.60023272,180139.91962565,5025,HERZL ST,NULL,NULL,NULL,NULL,NULL,G00010219,NULL,963,963
1002761.94573968,185415.16629298,5026,SCHNECTADY AVE,NULL,97,115,NULL,NULL,G00010221,NULL,630,630
998398.46709789,156068.27551181,5027,AVE W,NULL,2101,2111,2102,2120,G00010222,NULL,1004,1004
993021.25311480,170258.64493285,5028,WEBSTER AVE,NULL,331,385,328,384,G00010223,NULL,1026,1026
1009750.82487387,193088.10755229,5029,JEFFERSON AVE,NULL,1451,NULL,1452,NULL,G00010224,NULL,NULL,NULL
992897.45283747,169277.18085247,5030,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00010225,NULL,1026,1029
990212.49610110,173996.06872439,5031,E  2 ST,NULL,279,324,270,319,G00010227,NULL,925,924
1002701.04034968,190691.24005839,5032,STUYVESANT AVE,NULL,139,157,148,168,G00010230,NULL,595,594
1006192.93313622,181767.44573410,5033,SUTTER AVE,NULL,NULL,NULL,NULL,NULL,G00010233,NULL,726,726
1009398.14293314,188260.06381840,5034,CHAUNCEY ST,NULL,623,667,624,668,G00010239,NULL,915,916
994711.96528456,167901.03859164,5035,I AVE,NULL,1401,1421,1402,1422,G00010240,NULL,1406,1406
997404.97827122,163819.10121747,5036,E  22 ST,NULL,NULL,NULL,NULL,NULL,G00010241,NULL,1008,1008
999340.88319205,203881.34934085,5037,HUMBOLDT ST,NULL,677,733,700,738,G00010242,NULL,393,394
995199.65459789,191169.13608423,5038,UNION PL,CLASSON AVE,255,297,240,290,G00010244,NULL,93,93
984847.90725680,166172.06895248,5039,66 ST,NULL,NULL,NULL,NULL,NULL,G00010246,NULL,1059,1408
977504.21492322,167132.65594206,5040,FIFTH AVE,NULL,8001,8025,8002,8026,G00010248,NULL,1085,1085
999202.90610581,184219.49463577,5041,STERLING PL,BUTLER ST,941,1023,942,1024,G00010249,NULL,653,660
1006475.67568097,172452.28309806,5042,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00010250,NULL,990,990
985832.53291222,179917.63824606,5043,FIFTH AVE,NULL,709,723,706,722,G00010251,NULL,125,124
984516.12642431,168835.51506914,5044,59 ST,NULL,1213,1261,1214,1272,G00010253,NULL,1069,1069
1004701.86836901,197911.05403081,5045,STEWART AVE,NULL,NULL,NULL,NULL,NULL,G00010254,NULL,416,416
1009124.75765314,175417.29488456,5046,D AVE,NULL,NULL,NULL,NULL,NULL,G00010259,NULL,987,987
1004688.96271897,164796.55497123,5047,AVE N,NULL,5001,5023,5002,5024,G00010260,NULL,1000,1000
986220.33161782,195231.22565646,5048,FRONT ST,NULL,1,19,2,20,G00010261,NULL,15,16
986597.50513555,190448.45511089,5049,ATLANTIC AVE,NULL,211,251,210,250,G00010263,NULL,13,14
999865.38673622,168486.60664623,5050,FLATBUSH AVE,NULL,1675,1691,NULL,NULL,G00010264,NULL,999,1008
982186.41636526,162757.04801573,5051,15 AVE,NULL,8201,8223,8202,8224,G00010267,NULL,1074,1074
985835.17578752,195341.25109956,5052,OLD   FULTON ST,FULTON ST,1,5,14,18,G00010269,NULL,15,1
987902.68953305,169971.00656456,5053,15 AVE,NULL,4707,4721,4702,4720,G00010270,NULL,1409,1409
985977.25375139,162954.43267123,5054,73 ST,NULL,1801,1863,1802,1864,G00010273,NULL,1057,1057
982687.93618306,149484.83592281,5055,SEA GATE AVE,NULL,4002,4020,4001,4019,G00010275,NULL,1044,1044
1002334.13425935,203453.51751935,5056,VARICK AVE,NULL,NULL,NULL,NULL,NULL,G00010278,NULL,409,409
999418.21735497,204304.82618419,5057,NORMAN ST,NULL,207,217,204,218,G00010280,NULL,395,394
997767.48738872,174024.63674469,5058,CORTELYOU RD,NULL,2701,2703,2708,2718,G00010282,NULL,1404,1404
992277.03413080,191254.04405089,5059,WILLOUGHBY AVE,NULL,41,61,42,62,G00010285,NULL,467,468
1004949.84146231,179925.94695648,5060,WINTHROP AVE,NULL,NULL,NULL,NULL,NULL,G00010286,NULL,956,956
998565.15311622,150086.17625556,5061,EXETER ST,NULL,101,199,100,198,G00010287,NULL,1034,1034
997476.59722248,166967.64478914,5062,E  24 ST,NULL,1001,1077,1002,1078,G00010288,NULL,1008,1008
1008165.03024188,164534.56402539,5063,T AVE,NULL,6401,6423,6402,6424,G00010289,NULL,1000,1000
1001416.13789980,204210.10032377,5064,APOLLO ST,NULL,NULL,NULL,NULL,NULL,G00010290,NULL,396,376
993223.25123443,198601.14024907,5065,S  6 ST,NULL,19,37,20,40,G00010292,NULL,269,269
1000080.38794664,160148.32148556,5066,NOSTRAND AVE,NULL,3153,3223,3154,3224,G00010293,NULL,1005,1005
