Name,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ED_Minus,ED_Plus,ObjectID,JoinId
7 AVE,7 AVE,NULL,NULL,NA,NA,5902,5924,1094,158,10422,G00021135
E 46,E 46,NULL,NULL,483,523,484,524,991,992,10423,G00021138
BEDFORD AVE,BEDFORD AVE,NULL,NULL,NA,NA,NA,NA,1015,1015,10424,G00021139
FILLMORE AVE,FILLMORE AVE,NULL,NULL,NA,NA,NA,NA,1001,1001,10425,G00021140
15 AVE,15 AVE,NULL,NULL,5501,5523,5502,5524,1062,1062,10426,G00021141
LAFAYETTE AVE,LAFAYETTE AVE,NULL,NULL,885,957,896,960,521,593,10427,G00021143
AVE T,AVE T,NULL,NULL,501,525,502,526,1031,1037,10428,G00021144
BROADWAY,BROADWAY,NULL,NULL,359,NA,NA,NA,321,442,10429,G00021145
KENT,KENT,NULL,NULL,1,47,2,48,360,360,10430,G00021146
DITMAS AVE,DITMAS AVE,NULL,NULL,1801,NA,1802,NA,1014,1014,10431,G00021147
MONTAUK AVE,MONTAUK AVE,NULL,NULL,569,623,570,624,983,983,10432,G00021151
83,83,NULL,NULL,1801,1869,1802,1876,1055,1055,10433,G00021155
E 27,E 27,NULL,NULL,2701,2831,2702,2834,1004,1004,10434,G00021157
SARATOGA AVE,SARATOGA AVE,NULL,NULL,477,479,480,492,727,726,10435,G00021160
ROCHESTER AVE,ROCHESTER AVE,NULL,NULL,NA,NA,354,368,680,680,10436,G00021164
91,91,NULL,NULL,NA,NA,102,180,1082,1082,10437,G00021165
12 AVE,12 AVE,NULL,NULL,5701,5723,5702,5720,1411,1411,10438,G00021167
DEVOE,DEVOE,NULL,NULL,83,117,92,126,311,311,10439,G00021169
E 34,E 34,NULL,NULL,NA,NA,NA,NA,1008,1008,10440,G00021172
46,46,NULL,NULL,1415,1471,1414,1472,1063,1409,10441,G00021175
8 AVE,8 AVE,NULL,NULL,6701,6723,6702,6724,1087,1087,10442,G00021176
EAST PKWY,EAST PKWY,NULL,NULL,NA,NA,1412,1438,665,665,10443,G00021178
HALSEY,HALSEY,NULL,NULL,589,645,630,656,693,693,10444,G00021179
10,10,NULL,NULL,545,601,546,618,559,558,10445,G00021180
ROGERS AVE,ROGERS AVE,NULL,NULL,1107,1193,1104,1190,994,1012,10446,G00021181
SHEFFIELD AVE,SHEFFIELD AVE,NULL,NULL,385,387,384,430,806,806,10447,G00021183
CHURCH AVE,CHURCH AVE,NULL,NULL,5401,5423,5402,5424,953,990,10448,G00021185
CLEVELAND,CLEVELAND,NULL,NULL,237,281,238,280,773,773,10449,G00021186
E 16,E 16,NULL,NULL,NA,NA,NA,NA,1033,1033,10450,G00021192
76,76,NULL,NULL,2101,2171,2102,2172,1057,1057,10451,G00021193
E 71,E 71,NULL,NULL,2239,2239,NA,NA,1000,1000,10452,G00021195
E 21,E 21,NULL,NULL,1615,1699,1632,1706,1007,1007,10453,G00021196
REID AVE,MALCOLM X BLVD,REID AVE,NULL,57,71,58,76,683,593,10454,G00021199
GUERNSEY,GUERNSEY,NULL,NULL,179,199,188,202,380,380,10455,G00021200
THROOP AVE,THROOP AVE,NULL,NULL,49,61,58,82,454,454,10456,G00021201
BRIGHTON 02 LN,BRIGHTON 02 LN,NULL,NULL,NA,NA,NA,NA,1035,1035,10457,G00021202
MAPLE AVE,MAPLE AVE,NULL,NULL,3900,3902,3901,3903,1044,1044,10458,G00021204
HENDRICKSON,HENDRICKSON,NULL,NULL,1811,1881,1812,1882,1001,1001,10459,G00021206
10 AVE,10 AVE,NULL,NULL,7501,7523,7502,7524,1071,1071,10460,G00021209
CENTRAL AVE,CENTRAL AVE,NULL,NULL,351,365,374,390,886,887,10461,G00021211
PENNSYLVAN AVE,PENNSYLVAN AVE,NULL,NULL,239,281,238,284,757,756,10462,G00021215
DREW,DREW,NULL,NULL,NA,NA,NA,NA,982,982,10463,G00021216
CONEY IS AVE,CONEY IS AVE,NULL,NULL,NA,NA,NA,NA,1019,1021,10464,G00021217
AVE S,AVE S,NULL,NULL,2953,2959,2954,2976,1005,1005,10465,G00021219
LIBERTY AVE,LIBERTY AVE,NULL,NULL,677,693,676,694,774,778,10466,G00021220
LOGAN,LOGAN,NULL,NULL,465,497,466,500,978,978,10467,G00021221
E 12,E 12,NULL,NULL,2001,2077,2002,2076,1032,1032,10468,G00021222
FLATBUSH AVE,FLATBUSH AVE,NULL,NULL,NA,NA,NA,NA,1012,1013,10469,G00021224
LAKE,LAKE,NULL,NULL,NA,NA,NA,NA,1038,1038,10470,G00021231
MILFORD,MILFORD,NULL,NULL,1,95,2,92,974,974,10471,G00021232
11 AVE,11 AVE,NULL,NULL,6601,6623,6602,6624,1068,1068,10472,G00021236
BAY PKWY,BAY PKWY,NULL,NULL,6401,6423,6402,6422,1030,1058,10473,G00021237
VAN SIKLER,VAN SIKLER,NULL,NULL,113,185,116,208,1031,1031,10474,G00021239
6 AVE,6 AVE,NULL,NULL,7601,7625,7602,7626,1086,1086,10475,G00021240
W 9,W 9,NULL,NULL,1801,1885,1802,1888,1031,1031,10476,G00021241
LENOX RD,LENOX RD,NULL,NULL,687,709,688,710,951,951,10477,G00021243
HENDRICKSON,HENDRICKSON,NULL,NULL,1715,1779,1716,1780,1001,1001,10478,G00021244
FRANKLIN,FRANKLIN,NULL,NULL,7,11,8,12,360,360,10479,G00021245
BERGEN,BERGEN,NULL,NULL,247,291,256,302,31,204,10480,G00021246
ATLANTIC AVE,ATLANTIC AVE,NULL,NULL,77,119,72,110,10,53,10481,G00021247
ADELPHI,ADELPHI,NULL,NULL,53,151,60,148,463,462,10482,G00021250
E 78,E 78,NULL,NULL,NA,NA,NA,NA,990,990,10483,G00021251
PRESCOTT PL,PRESCOTT PL,NULL,NULL,1,NA,NA,NA,709,709,10484,G00021252
WHITE,WHITE,NULL,NULL,17,31,22,40,423,422,10485,G00021254
HENDRIX,HENDRIX,NULL,NULL,337,353,336,356,782,782,10486,G00021258
KINGSTON AVE,KINGSTON AVE,NULL,NULL,103,123,96,118,627,626,10487,G00021259
DIKEMAN,DIKEMAN,NULL,NULL,107,145,108,144,241,242,10488,G00021262
E 3,E 3,NULL,NULL,NA,NA,NA,NA,1031,1031,10489,G00021267
E 23,E 23,NULL,DELAMER,1901,1983,1902,1990,1006,1006,10490,G00021268
UTICA AVE,UTICA AVE,NULL,NULL,NA,NA,NA,NA,1001,1001,10491,G00021269
11 AVE,11 AVE,NULL,NULL,5701,5721,5702,5724,1411,1411,10492,G00021271
6 AVE,6 AVE,NULL,NULL,211,223,210,218,568,532,10493,G00021273
3,3,NULL,NULL,NA,NA,NA,NA,428,428,10494,G00021282
PLYMOUTH,PLYMOUTH,NULL,NULL,75,95,80,100,15,15,10495,G00021284
COLUMBIA,COLUMBIA,NULL,NULL,97,115,98,114,55,52,10496,G00021285
SULLIVAN,SULLIVAN,NULL,NULL,181,239,176,240,239,239,10497,G00021286
MALBONE,EMPIRE BLVD,MALBONE,NULL,591,773,592,774,679,679,10498,G00021288
SMITH,SMITH,NULL,NULL,611,625,592,608,248,248,10499,G00021289
PLYMOUTH,PLYMOUTH,NULL,NULL,215,261,224,270,41,42,10500,G00021290
WORTMAN AVE,WORTMAN AVE,NULL,NULL,303,325,304,326,984,984,10501,G00021292
17 AVE,17 AVE,NULL,NULL,7501,7523,NA,NA,1408,1408,10502,G00021293
RIDGE BLVD,RIDGE BLVD,NULL,NULL,8801,NA,8802,NA,1084,1083,10503,G00021295
METROPOLITAN AVE BRG,METROPOLITAN AVE BRG,NULL,NULL,NA,NA,NA,NA,NA,NA,10504,G00021297
BLAKE AVE,BLAKE AVE,NULL,NULL,851,859,846,860,788,788,10505,G00021302
BUSHWICK AVE,BUSHWICK AVE,NULL,NULL,1317,1337,1318,1338,903,903,10506,G00021304
NEW LOTS AVE,NEW LOTS AVE,NULL,NULL,591,607,590,608,808,808,10507,G00021306
AVE K,AVE K,NULL,NULL,1201,1223,1202,1224,1406,1406,10508,G00021307
SNYDER AVE,SNYDER AVE,NULL,NULL,137,199,138,200,993,993,10509,G00021308
LINDEN AVE,LINDEN BLVD,LINDEN AVE,NULL,83,153,80,162,935,935,10510,G00021309
CROWN,CROWN,NULL,NULL,209,243,210,244,676,676,10511,G00021311
DUMONT AVE,DUMONT AVE,NULL,NULL,231,249,228,252,801,801,10512,G00021312
CREAMER,CREAMER,NULL,NULL,255,273,256,272,248,248,10513,G00021315
56,56,NULL,NULL,1601,1679,1602,1680,1060,1060,10514,G00021319
ROCHESTER AVE,ROCHESTER AVE,NULL,NULL,269,285,266,284,663,663,10515,G00021320
REMSEN AVE,REMSEN AVE,NULL,NULL,NA,NA,NA,NA,957,953,10516,G00021323
10 AVE,10 AVE,NULL,NULL,7601,7623,7602,7624,1071,1071,10517,G00021324
CLARKSON AVE,CLARKSON AVE,NULL,NULL,NA,NA,408,434,942,944,10518,G00021328
FLATLAND AVE,FLATLAND AVE,NULL,NULL,NA,NA,NA,NA,999,1000,10519,G00021329
E 14,E 14,NULL,NULL,2301,2383,2302,2384,1407,1407,10520,G00021334
AVE X,AVE X,NULL,NULL,NA,NA,NA,NA,1407,1407,10521,G00021335
CT,CT,NULL,NULL,285,303,284,304,208,64,10522,G00021336
JAMAICA AVE,JAMAICA AVE,NULL,NULL,NA,NA,NA,NA,967,967,10523,G00021340
BROADWAY,BROADWAY,NULL,NULL,861,865,862,868,812,517,10524,G00021341
GATES AVE,GATES AVE,NULL,NULL,695,759,646,706,590,592,10525,G00021342
BUSHWICK AVE,BUSHWICK AVE,NULL,NULL,1729,1729,1720,1730,762,762,10526,G00021344
PARK AVE,PARK AVE,NULL,NULL,85,107,86,104,459,459,10527,G00021346
CHESTNUT,CHESTNUT,NULL,NULL,529,575,530,576,980,980,10528,G00021347
BAY 37,BAY 37,NULL,NULL,NA,NA,NA,NA,1050,1050,10529,G00021349
64,64,NULL,NULL,1801,1883,1802,1884,1058,1058,10530,G00021350
4 AVE,4 AVE,NULL,NULL,7601,7613,7602,7620,1086,1413,10531,G00021352
DAHILL RD,DAHILL RD,NULL,WEST,629,675,636,668,1027,1027,10532,G00021353
2 AVE,2 AVE,NULL,NULL,5201,5223,5202,5224,150,150,10533,G00021356
FULTON,FULTON,NULL,NULL,NA,NA,NA,NA,40,21,10534,G00021357
AVE S,AVE S,NULL,NULL,49,71,50,NA,1031,1031,10535,G00021361
BATH AVE,BATH AVE,NULL,NULL,NA,NA,2046,2060,1053,1053,10536,G00021362
AVE B,AVE B,NULL,NULL,NA,NA,NA,NA,987,987,10537,G00021363
FLATBUSH AVE X,FLATBUSH AVE X,NULL,NULL,0,NA,NA,NA,37,37,10538,G00021364
E 8,E 8,NULL,NULL,NA,NA,96,NA,926,926,10539,G00021366
CHESTNUT AVE,CHESTNUT AVE,NULL,NULL,NA,NA,NA,NA,1009,1009,10540,G00021367
W PROSPECT,W PROSPECT,NULL,NULL,NA,NA,312,320,576,576,10541,G00021368
SHORE RD,SHORE RD,NULL,NULL,8701,8709,NA,NA,1083,1083,10542,G00021371
MILLER AVE,MILLER AVE,NULL,NULL,617,675,618,676,808,808,10543,G00021372
MONROE,MONROE,NULL,NULL,131,199,130,218,579,599,10544,G00021373
FILLMORE AVE,FILLMORE AVE,NULL,NULL,5601,5623,5602,5624,1001,1001,10545,G00021374
57,57,NULL,NULL,501,579,500,578,157,157,10546,G00021375
52,52,NULL,NULL,1001,1005,1002,1008,1088,1088,10547,G00021376
80,80,NULL,NULL,901,991,902,978,1085,1085,10548,G00021377
RALPH AVE,RALPH AVE,NULL,NULL,303,321,302,320,709,705,10549,G00021380
W 10,W 10,NULL,NULL,2001,2069,2002,2076,1038,1038,10550,G00021381
AVE D,AVE D,NULL,NULL,3001,3015,3006,3020,994,1405,10551,G00021382
AVE L,AVE L,NULL,NULL,5401,5423,5402,5424,1000,1000,10552,G00021383
LEE AVE,LEE AVE,NULL,NULL,241,261,238,256,447,447,10553,G00021384
66,66,NULL,NULL,1201,1279,1202,1280,1070,1070,10554,G00021385
HARWAY AVE,CROPSEY AVE,HARWAY AVE,NULL,NA,NA,NA,NA,1050,1050,10555,G00021387
19,19,NULL,NULL,369,425,360,418,550,550,10556,G00021389
55,55,NULL,NULL,1801,1885,1802,1882,1060,1060,10557,G00021391
AVE N,AVE N,NULL,NULL,NA,NA,NA,NA,988,988,10558,G00021392
PROSPECT AVE,PROSPECT AVE,NULL,NULL,365,423,364,422,553,552,10559,G00021393
GLENMORE AVE,GLENMORE AVE,NULL,NULL,605,629,606,630,780,780,10560,G00021395
WARREN,WARREN,NULL,NULL,241,315,270,338,197,198,10561,G00021397
CLAY,CLAY,NULL,NULL,NA,NA,2,64,360,360,10562,G00021398
FLATBUSH AVE,FLATBUSH AVE,NULL,NULL,1781,1811,1788,1812,999,1008,10563,G00021400
MARCY AVE,MARCY AVE,NULL,NULL,293,311,306,324,444,440,10564,G00021402
SARATOGA AVE,SARATOGA AVE,NULL,NULL,NA,NA,NA,NA,962,962,10565,G00021403
60,60,NULL,NULL,901,935,NA,NA,1088,1087,10566,G00021404
MOULTRIE,MOULTRIE,NULL,NULL,15,61,16,50,377,377,10567,G00021405
LINDEN AVE,LINDEN BLVD,LINDEN AVE,NULL,771,793,772,794,952,952,10568,G00021408
WEST DR,WEST DR,NULL,NULL,NA,NA,NA,NA,NA,NA,10569,G00021409
BEDFORD AVE,BEDFORD AVE,NULL,NULL,389,403,402,418,270,270,10570,G00021410
BEDFORD AVE,BEDFORD AVE,NULL,NULL,4459,4529,NA,NA,1004,1004,10571,G00021414
HARRISON PL,HARRISON PL,NULL,NULL,41,63,42,72,425,426,10572,G00021415
CLARK,CLARK,NULL,NULL,39,79,40,80,5,4,10573,G00021416
WITHERS,WITHERS,NULL,NULL,251,275,246,272,410,410,10574,G00021418
SARATOGA AVE,SARATOGA AVE,NULL,NULL,NA,NA,2,6,894,691,10575,G00021422
E 43,E 43,NULL,NULL,49,105,50,106,945,945,10576,G00021424
E 5,E 5,NULL,NULL,471,563,472,564,1022,1022,10577,G00021425
ATLANTIC AVE,ATLANTIC AVE,NULL,NULL,NA,NA,602,620,238,163,10578,G00021428
E 55,E 55,NULL,NULL,1359,1423,1360,1424,1000,1000,10579,G00021430
ROEBLING,ROEBLING,NULL,NULL,157,161,164,166,295,294,10580,G00021431
DITMAS AVE,DITMAS AVE,NULL,NULL,601,629,602,628,1023,1026,10581,G00021432
HENRY,HENRY,NULL,NULL,NA,NA,0,0,7,7,10582,G00021433
FLATLAND AVE,FLATLAND AVE,NULL,NULL,NA,NA,NA,NA,987,988,10583,G00021444
STANLEY AVE,STANLEY AVE,NULL,NULL,615,637,616,638,983,983,10584,G00021446
14,14,NULL,NULL,325,371,320,374,556,556,10585,G00021447
DAHILL RD,DAHILL RD,NULL,WEST,319,375,310,348,1022,1064,10586,G00021448
FORT HAMILTN PKWY,FORT HAMILTN PKWY,NULL,NULL,7601,7623,NA,NA,1071,1087,10587,G00021450
NEWPORT,NEWPORT,NULL,NULL,NA,NA,176,176,964,964,10588,G00021451
SUTTER AVE,SUTTER AVE,NULL,NULL,85,111,88,110,728,728,10589,G00021452
DRIGGS AVE,DRIGGS AVE,NULL,NULL,715,725,716,730,265,264,10590,G00021453
5 AVE,5 AVE,NULL,NULL,403,421,404,424,540,541,10591,G00021455
HAMILTON AVE,HAMILTON AVE,NULL,NULL,63,81,0,0,74,246,10592,G00021456
VAN SICLEN AVE,VAN SICLEN AVE,NULL,NULL,1,27,2,30,767,767,10593,G00021460
ETNA,ETNA,NULL,NULL,201,235,202,236,966,968,10594,G00021461
12 AVE,12 AVE,NULL,NULL,6501,6523,6502,6524,1070,1068,10595,G00021463
EVERGREEN AVE,EVERGREEN AVE,NULL,NULL,NA,NA,434,454,887,890,10596,G00021469
AVE Y,AVE Y,NULL,NULL,NA,NA,NA,NA,1004,1004,10597,G00021470
LOUISIANA AVE,LOUISIANA AVE,NULL,NULL,291,349,292,350,986,986,10598,G00021471
OVINGTON AVE,OVINGTON AVE,NULL,NULL,1401,1481,1402,1482,1073,1073,10599,G00021472
BCH 38,BCH 38,NULL,NULL,3814,3830,3815,3831,1043,1043,10600,G00021473
ECKFORD,ECKFORD,NULL,NULL,203,235,208,236,378,378,10601,G00021474
ELLERY,ELLERY,NULL,NULL,303,343,312,356,811,812,10602,G00021475
24 AVE,24 AVE,NULL,NULL,NA,NA,NA,NA,1030,1030,10603,G00021476
E 5,E 5,NULL,NULL,285,319,286,328,925,925,10604,G00021477
AVE L,AVE L,NULL,NULL,2005,2023,2006,2024,1008,1008,10605,G00021480
AVE M,AVE M,NULL,NULL,2101,2123,2102,2116,1008,1008,10606,G00021482
S 1,S 1,NULL,NULL,385,391,376,384,308,310,10607,G00021483
GEORGIA AVE,GEORGIA AVE,NULL,NULL,NA,NA,NA,NA,986,986,10608,G00021485
NAVY,NAVY,NULL,NULL,NA,NA,17,26,428,46,10609,G00021488
COLONIAL RD,COLONIAL RD,NULL,NULL,NA,NA,NA,NA,1100,1100,10610,G00021489
RICHARDSON,RICHARDSON,NULL,NULL,NA,NA,NA,NA,408,408,10611,G00021491
THROOP AVE,THROOP AVE,NULL,NULL,283,305,306,326,514,492,10612,G00021494
AVE J,AVE J,NULL,NULL,3001,3023,3002,3024,1008,1008,10613,G00021496
CHURCH AVE,CHURCH AVE,NULL,NULL,79,99,NA,NA,924,1021,10614,G00021499
HOOPER,HOOPER,NULL,NULL,391,405,404,422,308,308,10615,G00021500
SUTTER AVE,SUTTER AVE,NULL,NULL,931,947,926,946,786,786,10616,G00021501
E 46,E 46,NULL,NULL,NA,NA,NA,NA,999,999,10617,G00021504
CLARKSON AVE,CLARKSON AVE,NULL,NULL,NA,NA,878,900,954,952,10618,G00021507
GLENMORE AVE,GLENMORE AVE,NULL,NULL,437,459,440,460,758,758,10619,G00021508
LINDEN BLVD,LINDEN BLVD,NULL,NULL,NA,NA,NA,NA,982,982,10620,G00021513
OCEAN AVE,OCEAN AVE,NULL,NULL,399,427,404,412,928,928,10621,G00021514
5,5,NULL,NULL,NA,NA,NA,NA,428,428,10622,G00021515
BAY RIDGE AVE,BAY RIDGE AVE,NULL,NULL,1801,1863,1802,1880,1057,1057,10623,G00021520
20 AVE,20 AVE,NULL,NULL,NA,NA,NA,NA,1060,1060,10624,G00021521
RYERSON WALK,RYERSON WALK,NULL,NULL,59,139,62,142,85,81,10625,G00021523
COLUMBIA,COLUMBIA,NULL,NULL,63,79,62,76,54,52,10626,G00021525
SMITH,SMITH,NULL,NULL,57,71,54,72,23,23,10627,G00021527
BRIDGEWATR,BRIDGEWATR,NULL,NULL,NA,NA,NA,NA,376,376,10628,G00021528
CARROLL,CARROLL,NULL,NULL,423,475,422,482,215,215,10629,G00021529
AVE D,AVE D,NULL,NULL,NA,NA,NA,NA,987,987,10630,G00021530
AVE J,AVE J,NULL,NULL,1,15,2,18,1061,1060,10631,G00021532
HERKIMER,HERKIMER,NULL,NULL,933,951,836,858,705,705,10632,G00021533
HALE AVE,HALE AVE,NULL,NULL,NA,NA,NA,NA,973,973,10633,G00021536
HANCOCK,HANCOCK,NULL,NULL,1095,1159,1096,1160,900,905,10634,G00021541
E 19,E 19,NULL,NULL,1231,1287,1204,1270,1009,1009,10635,G00021542
14 AVE,14 AVE,NULL,NULL,7901,7909,7902,7924,1074,1078,10636,G00021543
E 17,E 17,NULL,NULL,715,735,NA,NA,1029,1029,10637,G00021544
MARINE AVE,MARINE AVE,NULL,NULL,NA,NA,NA,NA,1081,1081,10638,G00021545
E 53,E 53,NULL,NULL,NA,NA,NA,NA,995,995,10639,G00021546
PALMETTO,PALMETTO,NULL,NULL,369,375,348,376,881,881,10640,G00021547
72,72,NULL,NULL,1101,1183,1102,1182,1071,1071,10641,G00021548
SARATOGA AVE,SARATOGA AVE,NULL,NULL,NA,NA,NA,NA,665,665,10642,G00021549
SCHNECTADY AVE,SCHNECTADY AVE,NULL,NULL,NA,NA,NA,NA,1001,1001,10643,G00021550
ALBEMARLE RD,ALBEMARLE RD,NULL,NULL,307,321,312,322,925,925,10644,G00021551
36,36,NULL,NULL,NA,NA,NA,NA,133,136,10645,G00021553
14 AVE,14 AVE,NULL,NULL,NA,NA,NA,NA,1059,1069,10646,G00021555
LENOX RD,LENOX RD,NULL,NULL,879,901,880,902,953,953,10647,G00021557
HANCOCK,HANCOCK,NULL,NULL,33,49,30,52,114,114,10648,G00021558
MYRTLE AVE,MYRTLE AVE,NULL,NULL,1515,1541,1492,1502,879,879,10649,G00021559
E 3,E 3,NULL,NULL,NA,NA,NA,NA,1031,1031,10650,G00021560
EVERGREEN AVE,EVERGREEN AVE,NULL,NULL,645,659,700,714,907,903,10651,G00021562
CHURCH AVE,CHURCH AVE,NULL,NULL,101,129,102,130,924,1021,10652,G00021563
E PLZ,E PLZ,NULL,NULL,NA,NA,NA,NA,192,192,10653,G00021567
51,51,NULL,NULL,1701,1735,1702,1742,1061,1060,10654,G00021569
TILDEN AVE,TILDEN AVE,NULL,NULL,2405,2417,2322,2336,1016,1015,10655,G00021571
E 81,E 81,NULL,NULL,601,685,602,686,990,990,10656,G00021572
NETHERMEAD ARCHES,NETHERMEAD ARCHES,NULL,NULL,NA,NA,NA,NA,NA,NA,10657,G00021573
E 37,E 37,NULL,NULL,2101,2183,2102,2184,1001,1001,10658,G00021574
BUSHWICK AVE,BUSHWICK AVE,NULL,NULL,739,753,740,746,821,821,10659,G00021578
CENTER DR,CENTER DR,NULL,NULL,NA,NA,NA,NA,NA,NA,10660,G00021579
MORRIS AVE,MORRIS AVE,NULL,NULL,NA,NA,NA,NA,428,428,10661,G00021580
DITMAS AVE,DITMAS AVE,NULL,NULL,NA,NA,NA,NA,1022,1027,10662,G00021581
FLATLAND AVE,FLATLAND AVE,NULL,NULL,NA,NA,NA,NA,984,984,10663,G00021582
67,67,NULL,NULL,1801,1865,1802,1866,1058,1058,10664,G00021585
N 7,N 7,NULL,NULL,83,119,88,124,278,281,10665,G00021587
S 8,S 8,NULL,NULL,91,119,94,130,270,272,10666,G00021591
CLEVELAND,CLEVELAND,NULL,NULL,559,595,562,608,785,786,10667,G00021594
2 PL,2 PL,NULL,NULL,1,45,2,56,79,79,10668,G00021595
3,3,NULL,NULL,227,291,230,294,523,523,10669,G00021596
6 AVE,6 AVE,NULL,NULL,25,41,20,44,164,163,10670,G00021600
GRAND,GRAND,NULL,NULL,571,621,572,620,312,312,10671,G00021603
AVE Q,AVE Q,NULL,NULL,NA,NA,NA,NA,1001,1001,10672,G00021604
WILLOUGHBY AVE,WILLOUGHBY AVE,NULL,NULL,941,973,946,970,819,819,10673,G00021608
E 108,E 108,NULL,NULL,NA,NA,NA,NA,988,988,10674,G00021610
RALPH AVE,RALPH AVE,NULL,NULL,NA,NA,NA,NA,990,990,10675,G00021611
DEAN,DEAN,NULL,NULL,487,553,485,564,164,164,10676,G00021616
BAY 38,BAY 38,NULL,NULL,97,175,NA,NA,1050,1050,10677,G00021619
SHORE RD,SHORE RD,NULL,NULL,6801,6835,NA,NA,1100,1100,10678,G00021622
FLUSHING AVE,FLUSHING AVE,NULL,NULL,1019,1029,984,1002,427,839,10679,G00021623
KENT AVE,KENT AVE,NULL,NULL,253,267,264,280,260,260,10680,G00021626
WESTMINSTER RD,WESTMINSTER RD,NULL,NULL,NA,NA,NA,NA,1019,1019,10681,G00021630
FLATBUSH AVE,FLATBUSH AVE,NULL,NULL,1701,1727,1710,1748,999,1008,10682,G00021635
POWERS,POWERS,NULL,NULL,199,223,218,242,316,317,10683,G00021636
SAND,SAND,NULL,NULL,NA,NA,NA,NA,428,428,10684,G00021637
6 AVE,6 AVE,NULL,NULL,8201,8211,8202,8212,1085,1085,10685,G00021639
LITTLE,LITTLE,NULL,NULL,25,47,24,46,428,41,10686,G00021640
NEW YORK AVE,NEW YORK AVE,NULL,NULL,101,123,100,122,625,624,10687,G00021641
AVE U,AVE U,NULL,NULL,1601,1625,1602,1620,1032,1032,10688,G00021642
E 17,E 17,NULL,NULL,679,713,NA,NA,1029,1029,10689,G00021644
STERLING PL,STERLING PL,NULL,NULL,139,175,138,182,176,191,10690,G00021645
BEDFORD AVE,BEDFORD AVE,NULL,NULL,231,247,238,254,285,286,10691,G00021649
7 AVE,7 AVE,NULL,NULL,5801,5823,5802,5822,1094,158,10692,G00021654
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NULL,NULL,NA,NA,262,280,NA,878,10693,G00021657
AVE P,AVE P,NULL,NULL,NA,NA,NA,NA,1001,1001,10694,G00021659
WYTHE AVE,WYTHE AVE,NULL,NULL,163,177,186,202,282,282,10695,G00021661
RUTLAND RD,RUTLAND RD,NULL,NULL,463,535,460,532,941,941,10696,G00021664
LIVINGSTON,LIVINGSTON,NULL,NULL,229,251,238,270,22,22,10697,G00021666
3 AVE,3 AVE,NULL,NULL,59,75,64,80,32,31,10698,G00021667
NOSTRAND AVE,NOSTRAND AVE,NULL,NULL,419,437,460,478,603,600,10699,G00021673
MASPETH AVE,MASPETH AVE,NULL,NULL,19,27,18,36,411,411,10700,G00021675
HANCOCK,HANCOCK,NULL,NULL,643,707,656,724,692,693,10701,G00021676
17 AVE,17 AVE,NULL,NULL,8401,8423,NA,NA,1056,1075,10702,G00021678
55,55,NULL,NULL,701,783,702,774,1093,1093,10703,G00021684
E 84,E 84,NULL,NULL,1401,1479,1402,1480,989,989,10704,G00021687
E 36,E 36,NULL,NULL,1701,1783,1702,1784,1001,1001,10705,G00021688
PAERDEGAT AVE N,PAERDEGAT AVE N,NULL,NULL,NA,NA,NA,NA,989,989,10706,G00021689
NEWJERSEY AVE,NEWJERSEY AVE,NULL,NULL,983,1041,984,1042,985,985,10707,G00021691
4 AVE,4 AVE,NULL,NULL,715,729,NA,NA,124,119,10708,G00021694
E 53,E 53,NULL,NULL,NA,NA,NA,NA,995,995,10709,G00021700
VANDERBILT AVE,VANDERBILT AVE,NULL,NULL,61,161,58,150,465,464,10710,G00021701
OCEAN PKWY,OCEAN PKWY,NULL,NULL,NA,NA,2466,2488,1037,1037,10711,G00021702
19 AVE,19 AVE,NULL,NULL,6401,6423,6402,6424,1058,1058,10712,G00021708
MESEROLE,MESEROLE,NULL,NULL,183,213,180,228,338,338,10713,G00021709
HUMBOLDT,HUMBOLDT,NULL,NULL,477,497,488,510,407,407,10714,G00021714
ATLANTIC AVE,ATLANTIC AVE,NULL,NULL,1309,1383,NA,NA,605,625,10715,G00021720
SMITH,SMITH,NULL,NULL,595,609,572,590,248,248,10716,G00021726
LENOX RD,LENOX RD,NULL,NULL,567,589,568,590,944,944,10717,G00021728
SAINT JOHNS PL,SAINT JOHNS PL,NULL,NULL,1011,1093,1012,1094,660,660,10718,G00021729
FULTON,FULTON,NULL,NULL,727,753,664,686,238,238,10719,G00021730
E 45,E 45,NULL,NULL,233,279,234,280,945,945,10720,G00021731
ROCHESTER AVE,ROCHESTER AVE,NULL,NULL,NA,NA,NA,NA,666,666,10721,G00021733
POWERS,POWERS,NULL,NULL,247,275,246,298,415,415,10722,G00021734
DIKEMAN,DIKEMAN,NULL,NULL,147,189,146,190,239,239,10723,G00021735
FLATLAND AVE,FLATLAND AVE,NULL,NULL,NA,NA,NA,NA,1008,1001,10724,G00021740
SURF AVE,SURF AVE,NULL,NULL,5000,5030,5001,5031,1044,1044,10725,G00021741
BAY PKWY,BAY PKWY,NULL,NULL,NA,NA,7602,7620,1031,1057,10726,G00021742
CROPSEY AVE,CROPSEY AVE,NULL,NULL,1959,1971,1962,1972,1054,1054,10727,G00021743
84,84,NULL,NULL,601,683,602,NA,1085,1085,10728,G00021745
72,72,NULL,NULL,1401,1481,1402,1482,1412,1412,10729,G00021746
